cohort_month,month_number,active_customers,total_revenue,avg_revenue_per_active_customer,avg_orders_per_active_customer,cumulative_ltv,cohort_size,cumulative_ltv_per_user
2020-07,9,12,1165.1,97.09,1,44708.63,267,167.45
2020-07,10,8,1097.99,137.25,1,45806.62,267,171.56
2020-07,11,5,270.8,54.16,1,46077.42,267,172.57
2020-07,12,7,1652.49,236.07,1,47729.91,267,178.76
2020-07,13,13,1322.37,101.72,1,49052.28,267,183.72
2020-07,14,11,804.13,73.1,1.09,49856.41,267,186.73
2020-07,15,9,1751.84,194.65,1,51608.25,267,193.29
2020-07,16,14,1872.85,133.78,1,53481.1,267,200.3
2020-07,17,12,2095.85,174.65,1.08,55576.95,267,208.15
2020-07,18,12,919.4,76.62,1,56496.35,267,211.6
2020-07,19,14,1400.14,100.01,1,57896.49,267,216.84
2020-07,20,10,1581.32,158.13,1.1,59477.81,267,222.76
2020-07,21,10,1454.11,145.41,1,60931.92,267,228.21
2020-07,22,12,728.4,60.7,1,61660.32,267,230.94
2020-07,23,13,2487.03,191.31,1,64147.35,267,240.25
2020-07,24,9,848.76,94.31,1,64996.11,267,243.43
2020-07,25,14,1122.38,80.17,1,66118.49,267,247.63
2020-07,26,9,733.87,81.54,1,66852.36,267,250.38
2020-07,27,13,1920.75,147.75,1.08,68773.11,267,257.58
2020-07,28,9,1553.91,172.66,1.11,70327.02,267,263.4
2020-07,29,6,426.64,71.11,1,70753.66,267,264.99
2020-07,30,10,1681.87,168.19,1,72435.53,267,271.29
2020-07,31,8,616.35,77.04,1,73051.88,267,273.6
2020-07,32,13,2186.39,168.18,1,75238.27,267,281.79
2020-07,33,11,1205.93,109.63,1,76444.2,267,286.31
2020-07,34,11,1220.63,110.97,1,77664.83,267,290.88
2020-07,35,10,718.49,71.85,1,78383.32,267,293.57
2020-07,36,10,3035.98,303.6,1.1,81419.3,267,304.94
2020-07,37,15,1023.09,68.21,1,82442.39,267,308.77
2020-07,38,5,412.12,82.42,1,82854.51,267,310.32
2020-07,39,7,727.14,103.88,1.14,83581.65,267,313.04
2020-07,40,8,1630.12,203.77,1,85211.77,267,319.15
2020-07,41,10,2573.72,257.37,1,87785.49,267,328.78
2020-07,42,14,1503.25,107.38,1,89288.74,267,334.41
2020-07,43,9,1048.46,116.5,1,90337.2,267,338.34
2020-07,44,13,1608.24,123.71,1.08,91945.44,267,344.36
2020-07,45,15,1440.55,96.04,1,93385.99,267,349.76
2020-07,46,10,680.09,68.01,1,94066.08,267,352.31
2020-07,47,10,1607.49,160.75,1,95673.57,267,358.33
2020-07,48,15,1339.62,89.31,1,97013.19,267,363.35
2020-07,49,4,505.82,126.45,1,97519.01,267,365.24
2020-07,50,9,839.11,93.23,1,98358.12,267,368.38
2020-07,51,14,2003.6,143.11,1,100361.72,267,375.89
2020-07,52,11,1405.95,127.81,1,101767.67,267,381.15
2020-07,53,13,1488.89,114.53,1,103256.56,267,386.73
2020-07,54,14,2824.85,201.78,1.14,106081.41,267,397.31
2020-07,55,9,1118.6,124.29,1,107200.01,267,401.5
2020-07,56,16,1518.94,94.93,1,108718.95,267,407.19
2020-07,57,4,434.01,108.5,1,109152.96,267,408.81
2020-07,58,17,1938.21,114.01,1,111091.17,267,416.07
2020-07,59,8,1016.63,127.08,1,112107.8,267,419.88
2020-07,60,9,947.74,105.3,1,113055.54,267,423.43
2020-07,61,14,1724.67,123.19,1,114780.21,267,429.89
2020-07,62,10,1444.85,144.48,1.1,116225.06,267,435.3
2020-07,63,20,1879.42,93.97,1,118104.48,267,442.34
2020-07,64,12,898.24,74.85,1,119002.72,267,445.7
2020-07,65,10,1558.96,155.9,1,120561.68,267,451.54
2020-07,66,11,1219.11,110.83,1,121780.79,267,456.11
2020-07,67,9,2223.32,247.04,1,124004.11,267,464.43
2020-07,68,8,1115.76,139.47,1.13,125119.87,267,468.61
2020-08,0,248,29753.9,119.98,1.02,29753.9,248,119.98
2020-08,1,11,2126.39,193.31,1.09,31880.29,248,128.55
2020-08,2,12,788.45,65.7,1,32668.74,248,131.73
2020-08,3,7,1041.6,148.8,1,33710.34,248,135.93
2020-08,4,12,1054.69,87.89,1,34765.03,248,140.18
2020-08,5,13,1692.98,130.23,1,36458.01,248,147.01
2020-08,6,6,1246.92,207.82,1,37704.93,248,152.04
2020-08,7,9,2493,277,1.11,40197.93,248,162.09
2020-08,8,12,3427.5,285.63,1.17,43625.43,248,175.91
2020-08,9,10,1366.16,136.62,1.2,44991.59,248,181.42
2020-08,10,5,326.85,65.37,1,45318.44,248,182.74
2020-08,11,7,1725.86,246.55,1,47044.3,248,189.69
2020-08,12,14,1476.78,105.48,1,48521.08,248,195.65
2020-08,13,9,1791.57,199.06,1,50312.65,248,202.87
2020-08,14,14,1840.54,131.47,1.07,52153.19,248,210.3
2020-08,15,11,1584.45,144.04,1,53737.64,248,216.68
2020-08,16,13,1814.33,139.56,1,55551.97,248,224
2020-08,17,12,1441.1,120.09,1,56993.07,248,229.81
2020-08,18,6,698.35,116.39,1,57691.42,248,232.63
2020-08,19,9,674.81,74.98,1.11,58366.23,248,235.35
2020-08,20,13,1493,114.85,1.08,59859.23,248,241.37
2020-08,21,6,640.26,106.71,1,60499.49,248,243.95
2020-08,22,13,1759.96,135.38,1.15,62259.45,248,251.05
2020-08,23,16,2389.12,149.32,1.06,64648.57,248,260.68
2020-08,24,10,903.59,90.36,1,65552.16,248,264.32
2020-08,25,9,934.23,103.8,1,66486.39,248,268.09
2020-08,26,11,1647.13,149.74,1.09,68133.52,248,274.73
2020-08,27,8,672.36,84.05,1,68805.88,248,277.44
2020-08,28,13,1391.23,107.02,1,70197.11,248,283.05
2020-08,29,6,825.7,137.62,1,71022.81,248,286.38
2020-08,30,13,1294.12,99.55,1,72316.93,248,291.6
2020-08,31,11,2561.84,232.89,1,74878.77,248,301.93
2020-08,32,12,1912.66,159.39,1.17,76791.43,248,309.64
2020-08,33,11,1107.52,100.68,1,77898.95,248,314.11
2020-08,34,9,1177.31,130.81,1,79076.26,248,318.86
2020-08,35,13,1452.33,111.72,1,80528.59,248,324.71
2020-08,36,12,1151.09,95.92,1.08,81679.68,248,329.35
2020-08,37,8,399.69,49.96,1,82079.37,248,330.97
2020-08,38,11,2643.69,240.34,1,84723.06,248,341.63
2020-08,39,7,413.39,59.06,1,85136.45,248,343.29
2020-08,40,9,927.74,103.08,1,86064.19,248,347.03
2020-08,41,7,979.96,139.99,1,87044.15,248,350.98
2020-08,42,11,1079.59,98.14,1,88123.74,248,355.34
2020-08,43,8,776.08,97.01,1,88899.82,248,358.47
2020-08,44,13,1585.79,121.98,1.08,90485.61,248,364.86
2020-08,45,12,1997.65,166.47,1.17,92483.26,248,372.92
2020-08,46,13,1403.45,107.96,1.08,93886.71,248,378.58
2020-08,47,11,1114.01,101.27,1,95000.72,248,383.07
2020-08,48,11,925.5,84.14,1,95926.22,248,386.8
2020-08,49,12,1272.99,106.08,1,97199.21,248,391.93
2020-08,50,12,1527.61,127.3,1,98726.82,248,398.09
2020-08,51,11,1456.1,132.37,1.09,100182.92,248,403.96
2020-08,52,11,1184.66,107.7,1,101367.58,248,408.74
2020-08,53,13,1684.88,129.61,1,103052.46,248,415.53
2020-08,54,12,1092.89,91.07,1,104145.35,248,419.94
2020-08,55,5,300.13,60.03,1,104445.48,248,421.15
2020-08,56,10,1112.21,111.22,1,105557.69,248,425.64
2020-08,57,12,1441.06,120.09,1.08,106998.75,248,431.45
2020-08,58,15,1981.45,132.1,1.07,108980.2,248,439.44
2020-08,59,12,1100.98,91.75,1.08,110081.18,248,443.88
2020-08,60,9,759.02,84.34,1,110840.2,248,446.94
2020-08,61,6,1095.38,182.56,1,111935.58,248,451.35
2020-08,62,13,1525.98,117.38,1,113461.56,248,457.51
2020-08,63,5,634.48,126.9,1.2,114096.04,248,460.06
2020-08,64,13,1184.87,91.14,1,115280.91,248,464.84
2020-08,65,9,1568.26,174.25,1,116849.17,248,471.17
2020-08,66,15,2085.37,139.02,1,118934.54,248,479.57
2020-08,67,5,536.3,107.26,1.2,119470.84,248,481.74
2020-09,0,212,31515.42,148.66,1.02,31515.42,212,148.66
2020-09,1,13,1368.52,105.27,1,32883.94,212,155.11
2020-09,2,9,1618.86,179.87,1.11,34502.8,212,162.75
2020-09,3,6,832.87,138.81,1.33,35335.67,212,166.68
2020-09,4,8,599.9,74.99,1.13,35935.57,212,169.51
2020-09,5,8,1929.92,241.24,1,37865.49,212,178.61
2020-09,6,7,671.92,95.99,1,38537.41,212,181.78
2020-09,7,11,1406.05,127.82,1,39943.46,212,188.41
2020-09,8,12,1719.83,143.32,1,41663.29,212,196.52
2020-09,9,11,1464.4,133.13,1,43127.69,212,203.43
2020-09,10,9,1820.22,202.25,1,44947.91,212,212.02
2020-09,11,12,2213.93,184.49,1.08,47161.84,212,222.46
2020-09,12,13,953.18,73.32,1,48115.02,212,226.96
2020-09,13,8,919.56,114.94,1,49034.58,212,231.3
2020-09,14,3,389.31,129.77,1,49423.89,212,233.13
2020-09,15,10,1311.02,131.1,1,50734.91,212,239.32
2020-09,16,14,2361.36,168.67,1.07,53096.27,212,250.45
2020-09,17,6,347.67,57.95,1,53443.94,212,252.09
2020-09,18,11,997.51,90.68,1,54441.45,212,256.8
2020-09,19,14,3159.67,225.69,1,57601.12,212,271.7
2020-09,20,10,953.94,95.39,1,58555.06,212,276.2
2020-09,21,11,1131.77,102.89,1,59686.83,212,281.54
2020-09,22,10,1661.12,166.11,1,61347.95,212,289.38
2020-09,23,7,664.48,94.93,1,62012.43,212,292.51
2020-09,24,12,1318.5,109.88,1,63330.93,212,298.73
2020-09,25,12,990.79,82.57,1,64321.72,212,303.4
2020-09,26,7,1155.75,165.11,1,65477.47,212,308.86
2020-09,27,10,1349.68,134.97,1,66827.15,212,315.22
2020-09,28,8,980.47,122.56,1,67807.62,212,319.85
2020-09,29,4,362.25,90.56,1,68169.87,212,321.56
2020-09,30,11,1070.51,97.32,1,69240.38,212,326.61
2020-09,31,4,473.38,118.34,1,69713.76,212,328.84
2020-09,32,10,1017.8,101.78,1,70731.56,212,333.64
2020-09,33,8,1158.36,144.79,1,71889.92,212,339.1
2020-09,34,6,453.54,75.59,1,72343.46,212,341.24
2020-09,35,12,1848.52,154.04,1,74191.98,212,349.96
2020-09,36,5,1169.35,233.87,1,75361.33,212,355.48
2020-09,37,13,1331.01,102.39,1,76692.34,212,361.76
2020-09,38,12,1478.82,123.23,1,78171.16,212,368.73
2020-09,39,7,531.66,75.95,1,78702.82,212,371.24
2020-09,40,4,196.67,49.17,1,78899.49,212,372.17
2020-09,41,12,1236.01,103,1,80135.5,212,378
2020-09,42,9,2251.02,250.11,1,82386.52,212,388.62
2020-09,43,8,732.91,91.61,1,83119.43,212,392.07
2020-09,44,5,578.15,115.63,1,83697.58,212,394.8
2020-09,45,7,593.38,84.77,1,84290.96,212,397.6
2020-09,46,5,657.36,131.47,1,84948.32,212,400.7
2020-09,47,3,384.64,128.21,1,85332.96,212,402.51
2020-09,48,10,901.18,90.12,1,86234.14,212,406.76
2020-09,49,10,993.33,99.33,1,87227.47,212,411.45
2020-09,50,8,780.87,97.61,1,88008.34,212,415.13
2020-09,51,11,998.58,90.78,1,89006.92,212,419.84
2020-09,52,4,168.13,42.03,1,89175.05,212,420.64
2020-09,53,11,1635.22,148.66,1,90810.27,212,428.35
2020-09,54,5,846.94,169.39,1,91657.21,212,432.35
2020-09,55,9,849.08,94.34,1,92506.29,212,436.35
2020-09,56,8,630.17,78.77,1,93136.46,212,439.32
2020-09,57,7,1479.31,211.33,1,94615.77,212,446.3
2020-09,58,11,1440.45,130.95,1,96056.22,212,453.1
2020-09,59,9,1564.03,173.78,1.11,97620.25,212,460.47
2020-09,60,10,1401.13,140.11,1,99021.38,212,467.08
2020-09,61,8,3377.06,422.13,1,102398.44,212,483.01
2020-09,62,15,1831.11,122.07,1,104229.55,212,491.65
2020-09,63,7,1229.17,175.6,1,105458.72,212,497.45
2020-09,64,8,1175.32,146.91,1,106634.04,212,502.99
2020-09,65,5,1134.82,226.96,1.4,107768.86,212,508.34
2020-09,66,7,522.03,74.58,1,108290.89,212,510.81
2020-10,0,220,26596.61,120.89,1.02,26596.61,220,120.89
2020-10,1,13,1814.86,139.6,1,28411.47,220,129.14
2020-10,2,8,1178.3,147.29,1.25,29589.77,220,134.5
2020-10,3,15,1525.54,101.7,1,31115.31,220,141.43
2020-10,4,8,1132.52,141.56,1,32247.83,220,146.58
2020-10,5,16,1320.96,82.56,1,33568.79,220,152.59
2020-10,6,7,703.86,100.55,1,34272.65,220,155.78
2020-10,7,8,1774.67,221.83,1.13,36047.32,220,163.85
2020-10,8,6,473.69,78.95,1,36521.01,220,166
2020-10,9,14,2361.94,168.71,1,38882.95,220,176.74
2020-10,10,6,1100.22,183.37,1.17,39983.17,220,181.74
2020-10,11,12,2204.19,183.68,1,42187.36,220,191.76
2020-10,12,10,969.15,96.91,1,43156.51,220,196.17
2020-10,13,7,629.86,89.98,1,43786.37,220,199.03
2020-10,14,12,1098.91,91.58,1,44885.28,220,204.02
2020-10,15,8,569.83,71.23,1,45455.11,220,206.61
2020-10,16,8,653.14,81.64,1,46108.25,220,209.58
2020-10,17,8,1072.82,134.1,1,47181.07,220,214.46
2020-10,18,6,826.27,137.71,1,48007.34,220,218.22
2020-10,19,8,980.55,122.57,1,48987.89,220,222.67
2020-10,20,7,601.65,85.95,1,49589.54,220,225.41
2020-10,21,10,1118.21,111.82,1,50707.75,220,230.49
2020-10,22,5,441.41,88.28,1.2,51149.16,220,232.5
2020-10,23,13,2991.58,230.12,1.08,54140.74,220,246.09
2020-10,24,11,965,87.73,1,55105.74,220,250.48
2020-10,25,9,1410.86,156.76,1,56516.6,220,256.89
2020-10,26,12,3465.81,288.82,1.08,59982.41,220,272.65
2020-10,27,9,838.19,93.13,1,60820.6,220,276.46
2020-10,28,13,1402.97,107.92,1,62223.57,220,282.83
2020-10,29,6,489.52,81.59,1,62713.09,220,285.06
2020-10,30,2,258.02,129.01,1,62971.11,220,286.23
2020-10,31,7,585.96,83.71,1,63557.07,220,288.9
2020-10,32,4,312.64,78.16,1,63869.71,220,290.32
2020-10,33,11,959.72,87.25,1,64829.43,220,294.68
2020-10,34,4,296.86,74.22,1,65126.29,220,296.03
2020-10,35,5,1343.7,268.74,1,66469.99,220,302.14
2020-10,36,11,1563.25,142.11,1,68033.24,220,309.24
2020-10,37,4,872.55,218.14,1,68905.79,220,313.21
2020-10,38,11,1400.15,127.29,1,70305.94,220,319.57
2020-10,39,8,532.01,66.5,1,70837.95,220,321.99
2020-10,40,9,1406.56,156.28,1.11,72244.51,220,328.38
2020-10,41,11,1325.62,120.51,1,73570.13,220,334.41
2020-10,42,12,978.47,81.54,1,74548.6,220,338.86
2020-10,43,12,1427.03,118.92,1,75975.63,220,345.34
2020-10,44,7,837.92,119.7,1,76813.55,220,349.15
2020-10,45,9,2580.52,286.72,1,79394.07,220,360.88
2020-10,46,5,1146.48,229.3,1,80540.55,220,366.09
2020-10,47,14,1137.81,81.27,1,81678.36,220,371.27
2020-10,48,12,1287.96,107.33,1.08,82966.32,220,377.12
2020-10,49,10,1652.4,165.24,1,84618.72,220,384.63
2020-10,50,4,261.29,65.32,1,84880.01,220,385.82
2020-10,51,9,1034.92,114.99,1,85914.93,220,390.52
2020-10,52,8,861.04,107.63,1,86775.97,220,394.44
2020-10,53,14,2363.4,168.81,1,89139.37,220,405.18
2020-10,54,9,1022.13,113.57,1,90161.5,220,409.82
2020-10,55,9,761.57,84.62,1,90923.07,220,413.29
2020-10,56,11,1003.07,91.19,1,91926.14,220,417.85
2020-10,57,6,424.99,70.83,1,92351.13,220,419.78
2020-10,58,10,919.09,91.91,1,93270.22,220,423.96
2020-10,59,5,356.55,71.31,1,93626.77,220,425.58
2020-10,60,10,1704.19,170.42,1,95330.96,220,433.32
2020-10,61,7,843.2,120.46,1,96174.16,220,437.16
2020-10,62,11,1300.47,118.22,1,97474.63,220,443.07
2020-10,63,11,3018.16,274.38,1,100492.79,220,456.79
2020-10,64,4,374.65,93.66,1,100867.44,220,458.49
2020-10,65,8,1659.96,207.5,1,102527.4,220,466.03
2020-11,0,200,25924.1,129.62,1.03,25924.1,200,129.62
2020-11,1,10,1108.24,110.82,1,27032.34,200,135.16
2020-11,2,5,429.28,85.86,1,27461.62,200,137.31
2020-11,3,11,1743.76,158.52,1.09,29205.38,200,146.03
2020-11,4,15,2177.59,145.17,1,31382.97,200,156.91
2020-11,5,6,708.26,118.04,1,32091.23,200,160.46
2020-11,6,9,1616.43,179.6,1,33707.66,200,168.54
2020-11,7,14,2336.42,166.89,1.14,36044.08,200,180.22
2020-11,8,10,1816.37,181.64,1,37860.45,200,189.3
2020-11,9,6,685.15,114.19,1,38545.6,200,192.73
2020-11,10,7,1396.69,199.53,1,39942.29,200,199.71
2020-11,11,10,1278.29,127.83,1,41220.58,200,206.1
2020-11,12,6,397.37,66.23,1,41617.95,200,208.09
2020-11,13,6,678.54,113.09,1,42296.49,200,211.48
2020-11,14,4,228.08,57.02,1,42524.57,200,212.62
2020-11,15,2,114.02,57.01,1,42638.59,200,213.19
2020-11,16,9,1185.54,131.73,1,43824.13,200,219.12
2020-11,17,4,635.65,158.91,1,44459.78,200,222.3
2020-11,18,11,1211.89,110.17,1,45671.67,200,228.36
2020-11,19,3,468.42,156.14,1,46140.09,200,230.7
2020-11,20,10,1324.53,132.45,1,47464.62,200,237.32
2020-11,21,13,1631.33,125.49,1,49095.95,200,245.48
2020-11,22,8,911.01,113.88,1,50006.96,200,250.03
2020-11,23,11,1647.11,149.74,1.09,51654.07,200,258.27
2020-11,24,10,1289.08,128.91,1,52943.15,200,264.72
2020-11,25,17,2534.07,149.06,1,55477.22,200,277.39
2020-11,26,6,812.04,135.34,1,56289.26,200,281.45
2020-11,27,10,1118.8,111.88,1,57408.06,200,287.04
2020-11,28,9,1453.32,161.48,1,58861.38,200,294.31
2020-11,29,14,2785.55,198.97,1,61646.93,200,308.23
2020-11,30,15,2820.86,188.06,1,64467.79,200,322.34
2020-11,31,12,2170.29,180.86,1,66638.08,200,333.19
2020-11,32,3,480.84,160.28,1,67118.92,200,335.59
2020-11,33,9,1053.23,117.03,1,68172.15,200,340.86
2020-11,34,5,510.09,102.02,1,68682.24,200,343.41
2020-11,35,3,695.88,231.96,1.33,69378.12,200,346.89
2020-11,36,8,886.74,110.84,1,70264.86,200,351.32
2020-11,37,8,794.75,99.34,1.13,71059.61,200,355.3
2020-11,38,10,1595.93,159.59,1,72655.54,200,363.28
2020-11,39,8,985.65,123.21,1,73641.19,200,368.21
2020-11,40,10,2182.54,218.25,1.1,75823.73,200,379.12
2020-11,41,9,1146.29,127.37,1,76970.02,200,384.85
2020-11,42,9,1831.8,203.53,1,78801.82,200,394.01
2020-11,43,12,1332.03,111,1,80133.85,200,400.67
2020-11,44,9,988.91,109.88,1,81122.76,200,405.61
2020-11,45,8,963.98,120.5,1.13,82086.74,200,410.43
2020-11,46,5,1251.16,250.23,1,83337.9,200,416.69
2020-11,47,9,833.82,92.65,1,84171.72,200,420.86
2020-11,48,7,982.81,140.4,1,85154.53,200,425.77
2020-11,49,10,855.88,85.59,1,86010.41,200,430.05
2020-11,50,6,627.58,104.6,1,86637.99,200,433.19
2020-11,51,8,1277.96,159.75,1,87915.95,200,439.58
2020-11,52,12,2434.14,202.84,1,90350.09,200,451.75
2020-11,53,3,709.67,236.56,1,91059.76,200,455.3
2020-11,54,11,2223.04,202.09,1,93282.8,200,466.41
2020-11,55,8,1693.63,211.7,1,94976.43,200,474.88
2020-11,56,11,1350.81,122.8,1,96327.24,200,481.64
2020-11,57,9,599.4,66.6,1.11,96926.64,200,484.63
2020-11,58,3,422.73,140.91,1,97349.37,200,486.75
2020-11,59,11,1497.34,136.12,1,98846.71,200,494.23
2020-11,60,11,1703.68,154.88,1.09,100550.39,200,502.75
2020-11,61,6,1011.42,168.57,1,101561.81,200,507.81
2020-11,62,9,1295.39,143.93,1,102857.2,200,514.29
2020-11,63,7,989.72,141.39,1,103846.92,200,519.23
2020-11,64,7,859.85,122.84,1.14,104706.77,200,523.53
2020-12,0,219,29920.13,136.62,1.03,29920.13,219,136.62
2020-12,1,13,3072.4,236.34,1,32992.53,219,150.65
2020-12,2,12,1632.27,136.02,1.08,34624.8,219,158.1
2020-12,3,7,527.31,75.33,1,35152.11,219,160.51
2020-12,4,9,722.17,80.24,1,35874.28,219,163.81
2020-12,5,8,754.21,94.28,1,36628.49,219,167.25
2020-12,6,6,332.64,55.44,1,36961.13,219,168.77
2020-12,7,4,315.44,78.86,1,37276.57,219,170.21
2020-12,8,7,606.04,86.58,1.14,37882.61,219,172.98
2020-12,9,9,520.47,57.83,1,38403.08,219,175.36
2020-12,10,11,816.92,74.27,1,39220,219,179.09
2020-12,11,10,1236.03,123.6,1,40456.03,219,184.73
2020-12,12,12,1705.96,142.16,1,42161.99,219,192.52
2020-12,13,7,767.07,109.58,1,42929.06,219,196.02
2020-12,14,11,868.07,78.92,1,43797.13,219,199.99
2020-12,15,5,283.79,56.76,1,44080.92,219,201.28
2020-12,16,8,858.25,107.28,1.13,44939.17,219,205.2
2020-12,17,8,829.17,103.65,1,45768.34,219,208.99
2020-12,18,8,1538.38,192.3,1,47306.72,219,216.01
2020-12,19,5,338.79,67.76,1,47645.51,219,217.56
2020-12,20,3,92.58,30.86,1,47738.09,219,217.98
2020-12,21,8,806.41,100.8,1,48544.5,219,221.66
2020-12,22,14,1403.31,100.24,1,49947.81,219,228.07
2020-12,23,8,845.09,105.64,1,50792.9,219,231.93
2020-12,24,10,1212.35,121.23,1.1,52005.25,219,237.47
2020-12,25,6,678.46,113.08,1,52683.71,219,240.56
2020-12,26,7,812.82,116.12,1,53496.53,219,244.28
2020-12,27,13,1732.61,133.28,1,55229.14,219,252.19
2020-12,28,9,883.49,98.17,1,56112.63,219,256.22
2020-12,29,6,1336.57,222.76,1,57449.2,219,262.33
2020-12,30,13,996.46,76.65,1,58445.66,219,266.88
2020-12,31,8,1001.45,125.18,1,59447.11,219,271.45
2020-12,32,6,1486.72,247.79,1,60933.83,219,278.24
2020-12,33,9,718.11,79.79,1,61651.94,219,281.52
2020-12,34,11,1453.83,132.17,1,63105.77,219,288.15
2020-12,35,16,2745.45,171.59,1,65851.22,219,300.69
2020-12,36,8,566,70.75,1,66417.22,219,303.27
2020-12,37,12,1362.71,113.56,1.08,67779.93,219,309.5
2020-12,38,8,1161.71,145.21,1,68941.64,219,314.8
2020-12,39,11,1073.59,97.6,1,70015.23,219,319.7
2020-12,40,11,1488.91,135.36,1,71504.14,219,326.5
2020-12,41,7,570.61,81.52,1,72074.75,219,329.11
2020-12,42,6,1360.56,226.76,1,73435.31,219,335.32
2020-12,43,10,1623.65,162.36,1.1,75058.96,219,342.73
2020-12,44,8,706.5,88.31,1,75765.46,219,345.96
2020-12,45,9,1359.66,151.07,1,77125.12,219,352.17
2020-12,46,10,2184.81,218.48,1.1,79309.93,219,362.15
2020-12,47,11,1247.76,113.43,1,80557.69,219,367.84
2020-12,48,4,1315.24,328.81,1,81872.93,219,373.85
2020-12,49,9,766.55,85.17,1.11,82639.48,219,377.35
2020-12,50,12,861.44,71.79,1,83500.92,219,381.28
2020-12,51,7,1107.12,158.16,1,84608.04,219,386.34
2020-12,52,6,707.3,117.88,1,85315.34,219,389.57
2020-12,53,6,642.72,107.12,1,85958.06,219,392.5
2020-12,54,4,340.39,85.1,1,86298.45,219,394.06
2020-12,55,10,1184.54,118.45,1,87482.99,219,399.47
2020-12,56,10,1450.79,145.08,1,88933.78,219,406.09
2020-12,57,9,716.13,79.57,1,89649.91,219,409.36
2020-12,58,11,1230.62,111.87,1,90880.53,219,414.98
2020-12,59,6,702.02,117,1,91582.55,219,418.19
2020-12,60,7,1605.53,229.36,1,93188.08,219,425.52
2020-12,61,10,2520.58,252.06,1,95708.66,219,437.03
2020-12,62,7,396.49,56.64,1,96105.15,219,438.84
2020-12,63,16,1643.65,102.73,1,97748.8,219,446.34
2021-01,0,205,21625.45,105.49,1.02,21625.45,205,105.49
2021-01,1,4,808.55,202.14,1,22434,205,109.43
2021-01,2,6,634.67,105.78,1,23068.67,205,112.53
2021-01,3,9,1140,126.67,1,24208.67,205,118.09
2021-01,4,7,809.63,115.66,1,25018.3,205,122.04
2021-01,5,7,1643.3,234.76,1,26661.6,205,130.06
2021-01,6,6,358.87,59.81,1,27020.47,205,131.81
2021-01,7,8,943.11,117.89,1.13,27963.58,205,136.41
2021-01,8,8,656.35,82.04,1,28619.93,205,139.61
2021-01,9,6,575.88,95.98,1,29195.81,205,142.42
2021-01,10,8,1045.93,130.74,1,30241.74,205,147.52
2021-01,11,8,730.56,91.32,1,30972.3,205,151.08
2021-01,12,4,673.82,168.46,1,31646.12,205,154.37
2021-01,13,4,630.32,157.58,1,32276.44,205,157.45
2021-01,14,5,695.64,139.13,1.4,32972.08,205,160.84
2021-01,15,4,232.77,58.19,1,33204.85,205,161.97
2021-01,16,7,1245.05,177.86,1,34449.9,205,168.05
2021-01,17,10,1854.67,185.47,1,36304.57,205,177.1
2021-01,18,13,1296.31,99.72,1,37600.88,205,183.42
2021-01,19,9,1138.33,126.48,1,38739.21,205,188.97
2021-01,20,10,1341.56,134.16,1.1,40080.77,205,195.52
2021-01,21,4,465.45,116.36,1,40546.22,205,197.79
2021-01,22,8,1439.68,179.96,1,41985.9,205,204.81
2021-01,23,8,638.18,79.77,1,42624.08,205,207.92
2021-01,24,13,1607.14,123.63,1,44231.22,205,215.76
2021-01,25,10,908.83,90.88,1,45140.05,205,220.2
2021-01,26,7,868.63,124.09,1,46008.68,205,224.43
2021-01,27,6,339.57,56.59,1,46348.25,205,226.09
2021-01,28,6,907.98,151.33,1,47256.23,205,230.52
2021-01,29,11,2278.87,207.17,1,49535.1,205,241.63
2021-01,30,8,667.25,83.41,1,50202.35,205,244.89
2021-01,31,6,540.73,90.12,1,50743.08,205,247.53
2021-01,32,7,378.59,54.08,1,51121.67,205,249.37
2021-01,33,8,1195.68,149.46,1,52317.35,205,255.21
2021-01,34,7,500.75,71.54,1,52818.1,205,257.65
2021-01,35,4,424.75,106.19,1,53242.85,205,259.72
2021-01,36,7,1899.56,271.37,1.14,55142.41,205,268.99
2021-01,37,7,1642.87,234.7,1,56785.28,205,277
2021-01,38,11,1040.87,94.62,1,57826.15,205,282.08
2021-01,39,9,1588.07,176.45,1,59414.22,205,289.83
2021-01,40,8,934.52,116.81,1,60348.74,205,294.38
2021-01,41,8,1021.68,127.71,1,61370.42,205,299.37
2021-01,42,8,1135.14,141.89,1,62505.56,205,304.91
2021-01,43,12,1459.45,121.62,1,63965.01,205,312.02
2021-01,44,8,878.89,109.86,1,64843.9,205,316.31
2021-01,45,7,945.35,135.05,1,65789.25,205,320.92
2021-01,46,7,2178.53,311.22,1,67967.78,205,331.55
2021-01,47,11,904.97,82.27,1,68872.75,205,335.96
2021-01,48,8,772.89,96.61,1,69645.64,205,339.73
2021-01,49,11,1813.84,164.89,1,71459.48,205,348.58
2021-01,50,9,1326.64,147.4,1,72786.12,205,355.05
2021-01,51,10,775.48,77.55,1,73561.6,205,358.84
2021-01,52,8,1255.63,156.95,1,74817.23,205,364.96
2021-01,53,9,1069.79,118.87,1.11,75887.02,205,370.18
2021-01,54,8,2410.74,301.34,1,78297.76,205,381.94
2021-01,55,14,2182.5,155.89,1,80480.26,205,392.59
2021-01,56,11,1989.02,180.82,1.09,82469.28,205,402.29
2021-01,57,9,429.18,47.69,1,82898.46,205,404.38
2021-01,58,5,580.16,116.03,1,83478.62,205,407.21
2021-01,59,4,265.76,66.44,1,83744.38,205,408.51
2021-01,60,9,918.8,102.09,1,84663.18,205,412.99
