cohort_month,month_number,active_customers,avg_aov,median_aov,min_aov,max_aov,aov_index,distribution_type
2020-09,30,11,97.32,76.15,21.7,248.56,66.43,右偏（高客单价拉高均值）
2020-09,31,4,118.34,106.69,53.75,206.25,80.78,正态分布
2020-09,32,10,101.78,64.06,21.21,358.01,69.48,右偏（高客单价拉高均值）
2020-09,33,8,144.79,165.78,19.84,322.11,98.84,正态分布
2020-09,34,6,75.59,57.67,31.47,196.64,51.6,右偏（高客单价拉高均值）
2020-09,35,12,154.04,109.02,27.87,561.73,105.15,右偏（高客单价拉高均值）
2020-09,36,5,233.87,192.26,33.04,685.58,159.65,右偏（高客单价拉高均值）
2020-09,37,13,102.39,57.79,23.38,535.76,69.9,右偏（高客单价拉高均值）
2020-09,38,12,123.23,75.77,12.05,387.49,84.12,右偏（高客单价拉高均值）
2020-09,39,7,75.95,47.03,15.98,203.79,51.85,右偏（高客单价拉高均值）
2020-09,40,4,49.17,47.7,40.37,60.89,33.57,正态分布
2020-09,41,12,103,84.06,17.33,346.06,70.31,右偏（高客单价拉高均值）
2020-09,42,9,250.11,189.68,19.27,943.11,170.74,右偏（高客单价拉高均值）
2020-09,43,8,91.61,77,29.38,155.14,62.54,正态分布
2020-09,44,5,115.63,93.54,38.42,246.82,78.93,右偏（高客单价拉高均值）
2020-09,45,7,84.77,41.85,16.77,299.31,57.87,右偏（高客单价拉高均值）
2020-09,46,5,131.47,84.77,35.95,387.99,89.75,右偏（高客单价拉高均值）
2020-09,47,3,128.21,168.22,47.73,168.69,87.52,左偏（低客单价拉低均值）
2020-09,48,10,90.12,79.55,19.91,313.84,61.52,正态分布
2020-09,49,10,99.33,104.39,30.64,165.8,67.81,正态分布
2020-09,50,8,97.61,83.69,38.85,223.64,66.63,正态分布
2020-09,51,11,90.78,77.27,21.55,211.93,61.97,正态分布
2020-09,52,4,42.03,34.48,19.45,79.71,28.69,右偏（高客单价拉高均值）
2020-09,53,11,148.66,56.96,34.4,717.39,101.48,右偏（高客单价拉高均值）
2020-09,54,5,169.39,118.86,61.88,451.26,115.63,右偏（高客单价拉高均值）
2020-09,55,9,94.34,81.17,11.94,229.98,64.4,正态分布
2020-09,56,8,78.77,78,23.34,134.27,53.77,正态分布
2020-09,57,7,211.33,163.25,29.43,494.46,144.26,右偏（高客单价拉高均值）
2020-09,58,11,130.95,105.92,14.96,485.67,89.39,右偏（高客单价拉高均值）
2020-09,59,9,168.17,112.6,37.56,608.62,114.8,右偏（高客单价拉高均值）
2020-09,60,10,140.11,97.57,25.38,443.48,95.64,右偏（高客单价拉高均值）
2020-09,61,8,422.13,90.28,35.27,2434.49,288.16,右偏（高客单价拉高均值）
2020-09,62,15,122.07,81.55,25.56,607,83.33,右偏（高客单价拉高均值）
2020-09,63,7,175.6,94.06,56.71,560.13,119.87,右偏（高客单价拉高均值）
2020-09,64,8,146.91,112.5,35.1,414.23,100.29,右偏（高客单价拉高均值）
2020-09,65,5,194.35,133.47,29.61,415.79,132.67,右偏（高客单价拉高均值）
2020-09,66,7,74.58,61.51,27.4,168.17,50.91,右偏（高客单价拉高均值）
2020-10,0,220,120.04,69.77,8.97,779.28,100,右偏（高客单价拉高均值）
2020-10,1,13,139.6,114.04,26.69,429.6,116.29,右偏（高客单价拉高均值）
2020-10,2,8,109.78,99,61.14,175.87,91.45,正态分布
2020-10,3,15,101.7,74.18,12.25,359.5,84.72,右偏（高客单价拉高均值）
2020-10,4,8,141.56,101.61,24.93,336.42,117.93,右偏（高客单价拉高均值）
2020-10,5,16,82.56,70.15,20.96,226.71,68.78,正态分布
2020-10,6,7,100.55,73.4,59.52,174.94,83.76,右偏（高客单价拉高均值）
2020-10,7,8,183.74,81.55,34.27,663.89,153.07,右偏（高客单价拉高均值）
2020-10,8,6,78.95,68.83,33.52,151.18,65.77,正态分布
2020-10,9,14,168.71,110.66,30.04,505.87,140.54,右偏（高客单价拉高均值）
2020-10,10,6,125,57.64,22.63,350.2,104.13,右偏（高客单价拉高均值）
2020-10,11,12,183.68,94.27,27,779.17,153.02,右偏（高客单价拉高均值）
2020-10,12,10,96.91,87.17,31.61,233.93,80.73,正态分布
2020-10,13,7,89.98,74.55,29.05,152.36,74.96,右偏（高客单价拉高均值）
2020-10,14,12,91.58,53.01,20.42,231.4,76.29,右偏（高客单价拉高均值）
2020-10,15,8,71.23,36.91,25.25,263.31,59.34,右偏（高客单价拉高均值）
2020-10,16,8,81.64,75.72,37.86,185.57,68.01,正态分布
2020-10,17,8,134.1,85.94,12.51,315.84,111.71,右偏（高客单价拉高均值）
2020-10,18,6,137.71,78.38,29.28,483.37,114.72,右偏（高客单价拉高均值）
2020-10,19,8,122.57,34.94,12.78,679.91,102.11,右偏（高客单价拉高均值）
2020-10,20,7,85.95,90.7,37.24,129.21,71.6,正态分布
2020-10,21,10,111.82,43.99,18.83,374.16,93.15,右偏（高客单价拉高均值）
2020-10,22,5,67.77,80.98,32.1,102.58,56.46,正态分布
2020-10,23,13,209.7,161.77,30.19,553.05,174.69,右偏（高客单价拉高均值）
2020-10,24,11,87.73,64.67,29.07,228.34,73.08,右偏（高客单价拉高均值）
2020-10,25,9,156.76,69.27,15.36,456.64,130.59,右偏（高客单价拉高均值）
2020-10,26,12,278.07,177.39,25.88,915.3,231.65,右偏（高客单价拉高均值）
2020-10,27,9,93.13,59.85,14.29,346.72,77.58,右偏（高客单价拉高均值）
2020-10,28,13,107.92,80.34,25.83,349.27,89.9,右偏（高客单价拉高均值）
2020-10,29,6,81.59,80.51,49.02,122.5,67.97,正态分布
2020-10,30,2,129.01,129.01,102.93,155.09,107.47,正态分布
2020-10,31,7,83.71,48.01,26.4,201.36,69.74,右偏（高客单价拉高均值）
2020-10,32,4,78.16,64.62,43.32,140.08,65.11,右偏（高客单价拉高均值）
2020-10,33,11,87.25,76.97,14.91,202.61,72.68,正态分布
2020-10,34,4,74.22,81.32,18.69,115.53,61.83,正态分布
2020-10,35,5,268.74,130.13,50.86,929.79,223.88,右偏（高客单价拉高均值）
2020-10,36,11,142.11,58.78,31.29,585.54,118.39,右偏（高客单价拉高均值）
2020-10,37,4,218.14,202.26,60,408.02,181.72,正态分布
2020-10,38,11,127.29,91.73,29.09,240.87,106.04,右偏（高客单价拉高均值）
2020-10,39,8,66.5,44.5,18.57,234.23,55.4,右偏（高客单价拉高均值）
2020-10,40,9,144.46,84.64,40.45,504.94,120.34,右偏（高客单价拉高均值）
2020-10,41,11,120.51,48.98,16.51,721.28,100.39,右偏（高客单价拉高均值）
2020-10,42,12,81.54,57.69,15.28,272.39,67.93,右偏（高客单价拉高均值）
2020-10,43,12,118.92,77.5,16.07,422.25,99.07,右偏（高客单价拉高均值）
2020-10,44,7,119.7,56.93,24.58,380.73,99.72,右偏（高客单价拉高均值）
2020-10,45,9,286.72,127.82,22.87,1657.12,238.85,右偏（高客单价拉高均值）
2020-10,46,5,229.3,167.89,26.97,514.53,191.02,右偏（高客单价拉高均值）
2020-10,47,14,81.27,70.75,29.71,147.04,67.7,正态分布
2020-10,48,12,99.92,74.65,27.99,289.45,83.24,右偏（高客单价拉高均值）
2020-10,49,10,165.24,81.93,28.84,658.93,137.65,右偏（高客单价拉高均值）
2020-10,50,4,65.32,57.92,28.99,116.46,54.42,正态分布
2020-10,51,9,114.99,43.42,14.27,648.16,95.79,右偏（高客单价拉高均值）
2020-10,52,8,107.63,56.52,26.99,361.54,89.66,右偏（高客单价拉高均值）
2020-10,53,14,168.81,161.9,26.88,594.65,140.63,正态分布
2020-10,54,9,113.57,77.14,39.34,333.22,94.61,右偏（高客单价拉高均值）
2020-10,55,9,84.62,65.08,20.13,284.46,70.49,右偏（高客单价拉高均值）
2020-10,56,11,91.19,80.22,15.2,361.31,75.97,正态分布
2020-10,57,6,70.83,64.25,45.5,102.85,59.01,正态分布
2020-10,58,10,91.91,45.34,3.55,264.2,76.57,右偏（高客单价拉高均值）
2020-10,59,5,71.31,82.88,7.35,103.54,59.41,正态分布
2020-10,60,10,170.42,97.47,23.72,587.56,141.97,右偏（高客单价拉高均值）
2020-10,61,7,120.46,47.96,14.05,578.4,100.35,右偏（高客单价拉高均值）
2020-10,62,11,118.22,103.04,22.53,306.43,98.48,正态分布
2020-10,63,11,274.38,129.01,53.08,1025.64,228.57,右偏（高客单价拉高均值）
2020-10,64,4,93.66,70.85,52.62,180.32,78.02,右偏（高客单价拉高均值）
2020-10,65,8,207.5,182.35,25.53,513.42,172.86,正态分布
2020-11,0,200,127.56,72.15,9.4,1083.34,100,右偏（高客单价拉高均值）
2020-11,1,10,110.82,82.1,42.5,284.25,86.88,右偏（高客单价拉高均值）
2020-11,2,5,85.86,85.87,13.74,164.48,67.31,正态分布
2020-11,3,11,155.58,74.57,26.65,522.87,121.97,右偏（高客单价拉高均值）
2020-11,4,15,145.17,94.62,28.71,449.26,113.81,右偏（高客单价拉高均值）
2020-11,5,6,118.04,68.73,40.53,361.22,92.54,右偏（高客单价拉高均值）
2020-11,6,9,179.6,141.93,18.79,442.54,140.8,右偏（高客单价拉高均值）
2020-11,7,14,158.32,119.81,22.02,401.42,124.11,右偏（高客单价拉高均值）
2020-11,8,10,181.64,125.19,23.98,547.49,142.4,右偏（高客单价拉高均值）
2020-11,9,6,114.19,52.6,29.84,371.61,89.52,右偏（高客单价拉高均值）
2020-11,10,7,199.53,86.68,33.13,536.54,156.42,右偏（高客单价拉高均值）
2020-11,11,10,127.83,86.15,8.73,394.77,100.21,右偏（高客单价拉高均值）
2020-11,12,6,66.23,67.88,6.3,127.93,51.92,正态分布
2020-11,13,6,113.09,49.91,31.58,424.64,88.66,右偏（高客单价拉高均值）
2020-11,14,4,57.02,57.19,18.73,94.98,44.7,正态分布
2020-11,15,2,57.01,57.01,33.92,80.1,44.69,正态分布
2020-11,16,9,131.73,123.31,23.44,287.13,103.27,正态分布
2020-11,17,4,158.91,116.27,45.89,357.22,124.58,右偏（高客单价拉高均值）
2020-11,18,11,110.17,59.75,17.32,640.56,86.37,右偏（高客单价拉高均值）
2020-11,19,3,156.14,178.92,30.02,259.48,122.41,正态分布
2020-11,20,10,132.45,78.66,23.84,457.17,103.83,右偏（高客单价拉高均值）
2020-11,21,13,125.49,107.23,22.59,492.1,98.38,正态分布
2020-11,22,8,113.88,58.73,12.44,503.24,89.28,右偏（高客单价拉高均值）
2020-11,23,11,129.74,61.72,15.25,412.79,101.71,右偏（高客单价拉高均值）
2020-11,24,10,128.91,83.35,15.38,349.64,101.06,右偏（高客单价拉高均值）
2020-11,25,17,149.06,87.85,15.74,589.21,116.85,右偏（高客单价拉高均值）
2020-11,26,6,135.34,115.75,52.57,286.79,106.1,正态分布
2020-11,27,10,111.88,65.35,11.36,332.12,87.71,右偏（高客单价拉高均值）
2020-11,28,9,161.48,61.17,14.86,622.25,126.59,右偏（高客单价拉高均值）
2020-11,29,14,198.97,105.97,19.13,804.17,155.98,右偏（高客单价拉高均值）
2020-11,30,15,188.06,107.11,38.94,773.94,147.43,右偏（高客单价拉高均值）
2020-11,31,12,180.86,111.27,28.65,431.78,141.78,右偏（高客单价拉高均值）
2020-11,32,3,160.28,93.6,48.48,338.76,125.65,右偏（高客单价拉高均值）
2020-11,33,9,117.03,79.82,24.53,330.23,91.75,右偏（高客单价拉高均值）
2020-11,34,5,102.02,127.24,24.86,177.91,79.98,左偏（低客单价拉低均值）
2020-11,35,3,158.84,132.02,125.16,219.35,124.52,右偏（高客单价拉高均值）
2020-11,36,8,110.84,83.14,49.54,319.01,86.89,右偏（高客单价拉高均值）
2020-11,37,8,96.39,59.95,23.63,310.88,75.56,右偏（高客单价拉高均值）
2020-11,38,10,159.59,99.32,35.9,402.97,125.11,右偏（高客单价拉高均值）
2020-11,39,8,123.21,90.43,47.04,276.48,96.59,右偏（高客单价拉高均值）
2020-11,40,10,210.53,95.18,13.93,735.45,165.04,右偏（高客单价拉高均值）
2020-11,41,9,127.37,67.92,39.45,317.78,99.85,右偏（高客单价拉高均值）
2020-11,42,9,203.53,172.54,31.75,827.81,159.56,正态分布
2020-11,43,12,111,98.1,11.89,217.12,87.02,正态分布
2020-11,44,9,109.88,90.61,40.09,300.45,86.14,右偏（高客单价拉高均值）
2020-11,45,8,113.08,114.38,59.36,176.84,88.65,正态分布
2020-11,46,5,250.23,317.37,45.98,411.18,196.17,左偏（低客单价拉低均值）
2020-11,47,9,92.65,69.89,21.6,229.59,72.63,右偏（高客单价拉高均值）
2020-11,48,7,140.4,96.32,24.49,433.05,110.07,右偏（高客单价拉高均值）
2020-11,49,10,85.59,73.55,10.46,239.02,67.1,正态分布
2020-11,50,6,104.6,60.41,25.77,269.96,82,右偏（高客单价拉高均值）
2020-11,51,8,159.75,63.38,43.52,687.92,125.24,右偏（高客单价拉高均值）
2020-11,52,12,202.84,121.61,28.04,587.79,159.02,右偏（高客单价拉高均值）
2020-11,53,3,236.56,236.21,66.8,406.66,185.45,正态分布
2020-11,54,11,202.09,184.68,20.96,561.31,158.43,正态分布
2020-11,55,8,211.7,140.42,19.19,476.76,165.96,右偏（高客单价拉高均值）
2020-11,56,11,122.8,121.2,19.91,270.22,96.27,正态分布
2020-11,57,9,58.58,47.38,16.05,150.37,45.92,右偏（高客单价拉高均值）
2020-11,58,3,140.91,63.83,41.67,317.23,110.47,右偏（高客单价拉高均值）
2020-11,59,11,136.12,84.15,12.55,397.4,106.71,右偏（高客单价拉高均值）
2020-11,60,11,121,100.7,28.3,372.66,94.86,右偏（高客单价拉高均值）
2020-11,61,6,168.57,119.55,40.61,364.3,132.15,右偏（高客单价拉高均值）
2020-11,62,9,143.93,106.59,40.6,368.44,112.83,右偏（高客单价拉高均值）
2020-11,63,7,141.39,105.56,48.79,307.41,110.84,右偏（高客单价拉高均值）
2020-11,64,7,105.64,113.13,39.15,185.02,82.82,正态分布
2020-12,0,219,132.27,90.14,9.28,1312.85,100,右偏（高客单价拉高均值）
2020-12,1,13,236.34,109.04,19.48,733.3,178.68,右偏（高客单价拉高均值）
2020-12,2,12,105.43,87.8,34.9,367.13,79.71,右偏（高客单价拉高均值）
2020-12,3,7,75.33,68.6,19.52,146.24,56.95,正态分布
2020-12,4,9,80.24,75.24,37.14,156.24,60.66,正态分布
2020-12,5,8,94.28,75.11,26.34,229.65,71.28,右偏（高客单价拉高均值）
2020-12,6,6,55.44,58.47,27.19,74.19,41.91,正态分布
2020-12,7,4,78.86,79.84,27.38,128.39,59.62,正态分布
2020-12,8,7,75.52,76.58,24.52,158.63,57.1,正态分布
2020-12,9,9,57.83,44.81,14.32,159.56,43.72,右偏（高客单价拉高均值）
2020-12,10,11,74.27,65.93,11.21,140.25,56.15,正态分布
2020-12,11,10,123.6,58.95,14.36,403.42,93.45,右偏（高客单价拉高均值）
2020-12,12,12,142.16,127.56,38.3,277.14,107.48,正态分布
2020-12,13,7,109.58,58.97,21.5,400.03,82.85,右偏（高客单价拉高均值）
2020-12,14,11,78.92,62.8,16.42,305.01,59.67,右偏（高客单价拉高均值）
2020-12,15,5,56.76,39.67,6.98,134.93,42.91,右偏（高客单价拉高均值）
2020-12,16,8,92.4,61.19,21.73,290.93,69.86,右偏（高客单价拉高均值）
2020-12,17,8,103.65,105.99,21.01,168.28,78.36,正态分布
2020-12,18,8,192.3,111.06,27.98,722.66,145.38,右偏（高客单价拉高均值）
2020-12,19,5,67.76,59.25,37.29,117.98,51.23,正态分布
2020-12,20,3,30.86,23.97,14.68,53.93,23.33,右偏（高客单价拉高均值）
2020-12,21,8,100.8,74.91,27.23,257.29,76.21,右偏（高客单价拉高均值）
2020-12,22,14,100.24,92.11,13.71,220.52,75.78,正态分布
2020-12,23,8,105.64,116.66,49.16,167.64,79.87,正态分布
2020-12,24,10,95.21,83.54,16.55,260.21,71.98,正态分布
2020-12,25,6,113.08,87.28,18.66,231.8,85.49,右偏（高客单价拉高均值）
2020-12,26,7,116.12,68.44,16.09,305.21,87.79,右偏（高客单价拉高均值）
2020-12,27,13,133.28,89.11,20.39,430.26,100.76,右偏（高客单价拉高均值）
2020-12,28,9,98.17,97.1,31.72,252.09,74.22,正态分布
2020-12,29,6,222.76,89.72,33.01,577.98,168.41,右偏（高客单价拉高均值）
2020-12,30,13,76.65,66.22,29.55,189.94,57.95,正态分布
2020-12,31,8,125.18,74.56,56.06,313.49,94.64,右偏（高客单价拉高均值）
2020-12,32,6,247.79,122.44,55.12,801.46,187.34,右偏（高客单价拉高均值）
2020-12,33,9,79.79,82.4,21.55,196.52,60.32,正态分布
2020-12,34,11,132.17,101.21,23.24,355.38,99.92,右偏（高客单价拉高均值）
2020-12,35,16,171.59,128.17,20.01,448.77,129.73,右偏（高客单价拉高均值）
2020-12,36,8,70.75,55.08,22.72,180.03,53.49,右偏（高客单价拉高均值）
2020-12,37,12,103.71,93.16,38.81,247.99,78.41,正态分布
2020-12,38,8,145.21,73.39,24.32,570.68,109.78,右偏（高客单价拉高均值）
2020-12,39,11,97.6,75.55,22.71,256.93,73.79,右偏（高客单价拉高均值）
2020-12,40,11,135.36,75.09,24,388.52,102.34,右偏（高客单价拉高均值）
2020-12,41,7,81.52,28.21,16.39,295.16,61.63,右偏（高客单价拉高均值）
2020-12,42,6,226.76,141.83,81.53,627.53,171.44,右偏（高客单价拉高均值）
2020-12,43,10,154.55,86.38,24.34,536.31,116.84,右偏（高客单价拉高均值）
2020-12,44,8,88.31,52.18,28.38,320.86,66.76,右偏（高客单价拉高均值）
2020-12,45,9,151.07,87.98,20.37,370.43,114.21,右偏（高客单价拉高均值）
2020-12,46,10,192.24,81.73,17.62,974.59,145.34,右偏（高客单价拉高均值）
2020-12,47,11,113.43,50.46,21.3,634.74,85.76,右偏（高客单价拉高均值）
2020-12,48,4,328.81,376.8,15.73,545.92,248.59,正态分布
2020-12,49,9,76.4,75.49,11.63,211.94,57.76,正态分布
2020-12,50,12,71.79,40.13,23.12,233.21,54.28,右偏（高客单价拉高均值）
2020-12,51,7,158.16,165.63,32.25,301.41,119.57,正态分布
2020-12,52,6,117.88,76.25,15.68,280.43,89.12,右偏（高客单价拉高均值）
2020-12,53,6,107.12,104.83,45.05,171.29,80.99,正态分布
2020-12,54,4,85.1,88.41,54.72,108.86,64.34,正态分布
2020-12,55,10,118.45,42.06,14.87,591.17,89.55,右偏（高客单价拉高均值）
2020-12,56,10,145.08,74.48,24.18,667.57,109.68,右偏（高客单价拉高均值）
2020-12,57,9,79.57,61.53,19.52,174.56,60.16,右偏（高客单价拉高均值）
2020-12,58,11,111.87,62.99,15.68,389.3,84.58,右偏（高客单价拉高均值）
2020-12,59,6,117,92.53,53.28,265.54,88.46,右偏（高客单价拉高均值）
2020-12,60,7,229.36,104.82,33.03,607.07,173.4,右偏（高客单价拉高均值）
2020-12,61,10,252.06,66.76,27.79,1688.43,190.56,右偏（高客单价拉高均值）
2020-12,62,7,56.64,37.47,17.51,155.74,42.82,右偏（高客单价拉高均值）
2020-12,63,16,102.73,86.31,11,295.68,77.67,正态分布
2021-01,0,205,102.66,75.24,10.13,668.46,100,右偏（高客单价拉高均值）
2021-01,1,4,202.14,196.52,46.11,369.41,196.9,正态分布
2021-01,2,6,105.78,52.23,22.56,267.9,103.04,右偏（高客单价拉高均值）
2021-01,3,9,126.67,63.76,32.09,287.1,123.39,右偏（高客单价拉高均值）
2021-01,4,7,115.66,128.29,35.98,195.41,112.66,正态分布
2021-01,5,7,234.76,80.28,11.94,904.26,228.68,右偏（高客单价拉高均值）
2021-01,6,6,59.81,57.55,23.41,108.13,58.26,正态分布
2021-01,7,8,109.98,86.23,15.03,266.45,107.13,右偏（高客单价拉高均值）
2021-01,8,8,82.04,63.88,25.55,233.47,79.91,右偏（高客单价拉高均值）
2021-01,9,6,95.98,115.55,17.4,152.07,93.49,左偏（低客单价拉低均值）
2021-01,10,8,130.74,75.16,36.51,464.29,127.35,右偏（高客单价拉高均值）
2021-01,11,8,91.32,86.78,12.74,193.02,88.95,正态分布
2021-01,12,4,168.46,78.28,14.82,502.44,164.1,右偏（高客单价拉高均值）
2021-01,13,4,157.58,86.91,27.01,429.5,153.5,右偏（高客单价拉高均值）
2021-01,14,5,100.02,67.48,30.77,259,97.43,右偏（高客单价拉高均值）
2021-01,15,4,58.19,52.2,48.88,79.5,56.68,正态分布
2021-01,16,7,177.86,114.44,42.94,430.16,173.25,右偏（高客单价拉高均值）
2021-01,17,10,185.47,128.56,26.88,526.28,180.66,右偏（高客单价拉高均值）
2021-01,18,13,99.72,60.36,18.79,382.36,97.14,右偏（高客单价拉高均值）
2021-01,19,9,126.48,85.99,20.68,300.21,123.2,右偏（高客单价拉高均值）
2021-01,20,10,130.51,55,35.27,470.76,127.13,右偏（高客单价拉高均值）
2021-01,21,4,116.36,118.13,78.19,151.01,113.35,正态分布
2021-01,22,8,179.96,90.07,14.16,811.62,175.3,右偏（高客单价拉高均值）
2021-01,23,8,79.77,56.64,21.37,210.25,77.7,右偏（高客单价拉高均值）
2021-01,24,13,123.63,99.82,20.41,282.81,120.43,右偏（高客单价拉高均值）
2021-01,25,10,90.88,70.28,11.26,260.12,88.53,右偏（高客单价拉高均值）
2021-01,26,7,124.09,120,38.66,174.1,120.87,正态分布
2021-01,27,6,56.59,49.25,15.57,130.1,55.12,正态分布
2021-01,28,6,151.33,48.44,35.57,646.19,147.41,右偏（高客单价拉高均值）
2021-01,29,11,207.17,88.04,20.99,1144.56,201.8,右偏（高客单价拉高均值）
2021-01,30,8,83.41,60.53,37.72,215.95,81.25,右偏（高客单价拉高均值）
2021-01,31,6,90.12,82.29,36.94,180.47,87.78,正态分布
2021-01,32,7,54.08,53.62,26.17,117.28,52.68,正态分布
2021-01,33,8,149.46,91.31,55.49,377.98,145.59,右偏（高客单价拉高均值）
2021-01,34,7,71.54,80.42,19.12,120.22,69.69,正态分布
2021-01,35,4,106.19,60.17,29.89,274.51,103.44,右偏（高客单价拉高均值）
2021-01,36,7,252.4,226.73,45.77,795.48,245.86,正态分布
2021-01,37,7,234.7,100.07,16.63,736.27,228.62,右偏（高客单价拉高均值）
2021-01,38,11,94.62,60.13,23.07,243.6,92.17,右偏（高客单价拉高均值）
2021-01,39,9,176.45,106.96,75.63,423.59,171.88,右偏（高客单价拉高均值）
2021-01,40,8,116.81,101.48,37.44,267.15,113.78,正态分布
2021-01,41,8,127.71,66.11,20.87,507.67,124.4,右偏（高客单价拉高均值）
2021-01,42,8,141.89,39.86,26.67,417.96,138.21,右偏（高客单价拉高均值）
2021-01,43,12,121.62,61.32,23.41,382.38,118.47,右偏（高客单价拉高均值）
2021-01,44,8,109.86,74.74,31.12,241.99,107.01,右偏（高客单价拉高均值）
2021-01,45,7,135.05,57.58,29.58,561.74,131.55,右偏（高客单价拉高均值）
2021-01,46,7,311.22,234.79,37.79,951.88,303.16,右偏（高客单价拉高均值）
2021-01,47,11,82.27,49.02,31.59,212.15,80.14,右偏（高客单价拉高均值）
2021-01,48,8,96.61,94.46,21.5,218.12,94.11,正态分布
2021-01,49,11,164.89,147.13,39.07,323.7,160.62,正态分布
2021-01,50,9,147.4,89.39,26.73,476.87,143.58,右偏（高客单价拉高均值）
2021-01,51,10,77.55,52.12,27.79,241.68,75.54,右偏（高客单价拉高均值）
2021-01,52,8,156.95,162.55,38.1,276.3,152.88,正态分布
2021-01,53,9,111.02,66.45,31.09,343.22,108.14,右偏（高客单价拉高均值）
2021-01,54,8,301.34,162.86,27.37,863.89,293.53,右偏（高客单价拉高均值）
2021-01,55,14,155.89,68.38,14.87,556.82,151.85,右偏（高客单价拉高均值）
2021-01,56,11,177.29,86.95,26.21,926.85,172.7,右偏（高客单价拉高均值）
2021-01,57,9,47.69,36.45,18.72,97.66,46.45,右偏（高客单价拉高均值）
2021-01,58,5,116.03,78.6,19.38,216.16,113.02,右偏（高客单价拉高均值）
2021-01,59,4,66.44,59.82,26.29,119.83,64.72,正态分布
2021-01,60,9,102.09,43.52,20.43,483.26,99.44,右偏（高客单价拉高均值）
2021-01,61,8,111.96,64.2,17.22,309.76,109.06,右偏（高客单价拉高均值）
2021-01,62,10,87.88,74.66,13.25,205.33,85.6,正态分布
2021-02,0,183,129.87,78.03,12.26,1940.95,100,右偏（高客单价拉高均值）
2021-02,1,12,131.22,132.48,25.89,249.08,101.04,正态分布
2021-02,2,4,87.59,87.08,44.87,131.34,67.44,正态分布
2021-02,3,10,161.92,155.9,53.29,303.66,124.68,正态分布
2021-02,4,7,99.82,62.29,23.66,219.81,76.86,右偏（高客单价拉高均值）
2021-02,5,5,33.28,25.94,21.92,54.93,25.63,右偏（高客单价拉高均值）
2021-02,6,9,68.96,58.77,20.52,155,53.1,正态分布
2021-02,7,6,73.95,60.13,23.94,176.21,56.94,右偏（高客单价拉高均值）
2021-02,8,5,52.12,46.62,20.11,106.42,40.13,正态分布
2021-02,9,7,85.13,79.83,23.35,166.8,65.55,正态分布
2021-02,10,7,249.67,122.92,56,981.37,192.25,右偏（高客单价拉高均值）
2021-02,11,7,95.21,89.86,35.22,156.26,73.31,正态分布
2021-02,12,5,149.67,121.58,20.11,341.8,115.25,右偏（高客单价拉高均值）
2021-02,13,4,75.97,75.22,43.51,109.94,58.5,正态分布
2021-02,14,8,95.81,68,7.62,372.37,73.77,右偏（高客单价拉高均值）
2021-02,15,9,212.27,81.79,17.41,1059.55,163.45,右偏（高客单价拉高均值）
2021-02,16,4,69.83,63.58,10.67,141.49,53.77,正态分布
2021-02,17,10,174.05,102.46,13.07,414.23,134.02,右偏（高客单价拉高均值）
2021-02,18,13,81.23,50.65,18.47,248.95,62.55,右偏（高客单价拉高均值）
2021-02,19,7,116.22,72.93,56.14,277.12,89.49,右偏（高客单价拉高均值）
2021-02,20,6,219.14,235.41,24.26,406.56,168.74,正态分布
2021-02,21,7,98.06,38.72,14.17,263.93,75.51,右偏（高客单价拉高均值）
2021-02,22,10,99.39,57.54,16.08,323.08,76.53,右偏（高客单价拉高均值）
2021-02,23,9,131.86,101.42,17.19,279.11,101.53,右偏（高客单价拉高均值）
2021-02,24,5,38.73,32.13,24,63.1,29.82,右偏（高客单价拉高均值）
2021-02,25,8,172.37,92.06,31.88,732.77,132.73,右偏（高客单价拉高均值）
2021-02,26,7,134.76,55.41,14.88,458.73,103.77,右偏（高客单价拉高均值）
2021-02,27,12,117.28,77.66,24.73,287,90.31,右偏（高客单价拉高均值）
2021-02,28,5,92.77,79.38,21.74,236.27,71.43,正态分布
2021-02,29,10,81.92,85.96,36.55,157.29,63.08,正态分布
2021-02,30,10,132.98,81.25,23.24,468.38,102.39,右偏（高客单价拉高均值）
2021-02,31,6,75.41,71.11,21.87,147.09,58.07,正态分布
2021-02,32,8,70.25,63.91,32.3,157.25,54.09,正态分布
2021-02,33,10,104.97,78.28,7.37,337.56,80.83,右偏（高客单价拉高均值）
2021-02,34,9,99.28,101.84,28.13,189.79,76.45,正态分布
2021-02,35,7,66.39,47.38,31.32,147.68,51.12,右偏（高客单价拉高均值）
2021-02,36,4,121.4,134.92,36.88,178.9,93.48,正态分布
2021-02,37,9,157.73,142.56,10.61,411.04,121.45,正态分布
2021-02,38,11,208.37,174.06,15.03,448.31,160.45,正态分布
2021-02,39,8,103.43,73.5,32.51,319.88,79.64,右偏（高客单价拉高均值）
2021-02,40,6,159.27,111.79,27.01,443.15,122.64,右偏（高客单价拉高均值）
2021-02,41,6,168.55,164.4,63.97,292.69,129.78,正态分布
2021-02,42,7,121.68,55.75,24.37,307.6,93.69,右偏（高客单价拉高均值）
2021-02,43,8,237.73,106.2,17.28,1112.59,183.05,右偏（高客单价拉高均值）
2021-02,44,7,58.51,52.91,10.43,96.23,45.05,正态分布
2021-02,45,9,190.55,109.29,74.99,861.99,146.72,右偏（高客单价拉高均值）
2021-02,46,9,136.09,96.84,31.81,456.94,104.79,右偏（高客单价拉高均值）
