customer_id,country,age,gender,membership_tier,registration_to_now_date,registration_date,total_orders,total_spend_usd,avg_order_value_usd,days_since_last_purchase,preferred_category,preferred_device,preferred_payment_method,acquisition_channel,reviews_given,avg_review_score,return_rate,returns_made,wishlist_items,newsletter_subscribed,churned,age_group,registration_year,monthly_orders,monthly_spend
C07276,United States,39,Male,Gold,171,2025/11/8,28,3093.58,100.01,6,Clothing & Apparel,Mobile,Credit Card,Paid Ad,2,3.6,0,0,5,0,0,36-45,6,4.91,542.73
C03163,United States,52,Female,Free,114,2026/1/4,23,3090.61,146.24,56,Clothing & Apparel,Mobile,Debit Card,Social Media,5,4.4,0.13,3,11,0,0,>45,4,6.05,813.32
C07445,United Kingdom,35,Female,Free,878,2023/12/2,41,3089.53,85.94,18,Clothing & Apparel,Mobile,PayPal,Email Campaign,10,4.3,0,0,7,1,0,25-35,29,1.4,105.56
C07024,France,51,Male,Free,650,2024/7/17,69,3088.79,52.06,12,Jewelry & Accessories,Mobile,Credit Card,Email Campaign,14,3.8,0.043,3,1,0,0,>45,22,3.18,142.56
C06618,United States,24,Female,Free,680,2024/6/17,35,3088.26,77.75,106,Health & Wellness,Mobile,Credit Card,Organic Search,10,4.5,0.086,3,4,0,0,<25,23,1.54,136.25
C07440,United States,44,Male,Silver,355,2025/5/8,28,3088.03,106.25,12,Home & Kitchen,Tablet,Debit Card,Paid Ad,10,4.4,0.107,3,0,1,0,36-45,12,2.37,260.96
C02873,Spain,24,Male,Free,1132,2023/3/23,13,3086.51,244.31,55,Sports & Outdoors,Desktop,Debit Card,Social Media,2,3.5,0.077,1,2,0,0,<25,38,0.34,81.8
C05065,United States,56,Female,Gold,347,2025/5/16,29,3084.36,102.22,194,Toys & Games,Mobile,Debit Card,Organic Search,8,4.4,0,0,5,1,1,>45,12,2.51,266.66
C01343,Germany,27,Male,Gold,150,2025/11/29,34,3080.48,95.7,33,Electronics,Desktop,PayPal,Organic Search,9,4.4,0.029,1,2,1,0,25-35,5,6.8,616.1
C05240,United States,36,Male,Platinum,335,2025/5/28,18,3079.45,158.88,43,Home & Kitchen,Mobile,Debit Card,Social Media,7,4.6,0,0,11,1,0,36-45,11,1.61,275.77
C06717,United States,33,Female,Free,283,2025/7/19,30,3078.85,95.77,26,Sports & Outdoors,Desktop,UPI / Digital Wallet,Email Campaign,4,4.7,0.133,4,0,0,0,25-35,9,3.18,326.38
C06092,India,39,Male,Free,491,2024/12/23,58,3078.66,54.22,142,Automotive,Mobile,Credit Card,Paid Ad,5,4.2,0,0,0,0,0,36-45,16,3.54,188.11
C04482,Canada,37,Male,Gold,1484,2022/4/5,19,3078.32,187.93,120,Home & Kitchen,Mobile,Debit Card,Direct,2,4.7,0.105,2,2,1,0,36-45,49,0.38,62.23
C02809,Poland,39,Female,Gold,1231,2022/12/14,32,3078.22,108.64,73,Electronics,Mobile,Credit Card,Paid Ad,8,3.6,0.094,3,0,1,0,36-45,41,0.78,75.02
C02221,India,26,Female,Silver,490,2024/12/24,25,3077.47,125.89,37,Home & Kitchen,Mobile,Credit Card,Email Campaign,2,4.8,0,0,10,1,0,25-35,16,1.53,188.42
C05273,United States,43,Female,Free,804,2024/2/14,16,3076.43,197.64,264,Electronics,Mobile,Cryptocurrency,Email Campaign,1,4,0.063,1,13,1,1,36-45,27,0.6,114.79
C03931,Canada,35,Female,Free,745,2024/4/13,15,3072.84,182.14,55,Electronics,Tablet,Credit Card,Referral,5,4.2,0,0,0,0,0,25-35,25,0.6,123.74
C00856,United States,26,Male,Free,451,2025/2/1,30,3072.17,98.84,49,Pet Supplies,Desktop,Buy Now Pay Later,Organic Search,11,4.3,0.1,3,5,1,0,25-35,15,2,204.36
C04317,Canada,53,Male,Gold,464,2025/1/19,12,3066.15,223.78,82,Office Supplies,Mobile,PayPal,Organic Search,0,4.3,0.083,1,8,1,0,>45,15,0.78,198.24
C07769,Canada,18,Male,Platinum,317,2025/6/15,10,3061.03,306.39,106,Food & Grocery,Mobile,Credit Card,Email Campaign,0,3.4,0,0,2,1,0,<25,11,0.95,289.69
C07851,United States,45,Other,Free,354,2025/5/9,25,3059.5,140.19,14,Toys & Games,Mobile,PayPal,Paid Ad,8,4.3,0,0,0,1,0,36-45,12,2.12,259.28
C03010,Canada,32,Female,Free,135,2025/12/14,32,3058.34,85.58,1,Electronics,Mobile,Credit Card,Paid Ad,2,4.1,0.031,1,4,1,0,25-35,5,7.11,679.63
C07215,India,30,Female,Gold,328,2025/6/4,17,3050.23,170.99,5,Automotive,Mobile,Credit Card,Organic Search,4,3.1,0,0,9,1,0,25-35,11,1.55,278.98
C01706,United States,25,Female,Free,188,2025/10/22,14,3049.26,206.86,15,Clothing & Apparel,Mobile,Credit Card,Paid Ad,4,4.4,0.071,1,6,1,0,25-35,6,2.23,486.58
C04355,Australia,31,Male,Free,715,2024/5/13,38,3048.91,70.24,20,Clothing & Apparel,Mobile,Debit Card,Social Media,6,4.7,0.053,2,0,1,0,25-35,24,1.59,127.93
C06108,United States,37,Male,Silver,449,2025/2/3,52,3048.85,55.07,100,Clothing & Apparel,Desktop,Debit Card,Email Campaign,13,4.1,0.019,1,2,0,0,36-45,15,3.47,203.71
C05380,Sweden,37,Female,Free,867,2023/12/13,59,3045.02,44.91,1,Books,Desktop,Debit Card,Paid Ad,17,4.7,0.068,4,7,1,0,36-45,29,2.04,105.36
C01600,United States,45,Female,Silver,619,2024/8/17,46,3044.99,76.04,0,Electronics,Desktop,Credit Card,Email Campaign,15,3,0,0,2,1,0,36-45,21,2.23,147.58
C05498,Netherlands,18,Female,Silver,483,2024/12/31,29,3044.11,111.33,125,Pet Supplies,Mobile,Credit Card,Social Media,5,3.9,0.103,3,0,1,0,<25,16,1.8,189.08
C03854,Germany,26,Female,Gold,64,2026/2/23,40,3041.94,86.42,102,Toys & Games,Desktop,Debit Card,Email Campaign,14,4.7,0,0,6,1,0,25-35,2,18.75,1425.91
C01469,United States,37,Female,Gold,176,2025/11/3,57,3039.65,56.4,55,Home & Kitchen,Mobile,Credit Card,Email Campaign,12,4.3,0.018,1,8,0,0,36-45,6,9.72,518.12
C06694,United Kingdom,22,Female,Platinum,981,2023/8/21,17,3039.55,207.02,24,Jewelry & Accessories,Mobile,UPI / Digital Wallet,Paid Ad,6,3.2,0.118,2,5,1,0,<25,33,0.52,92.95
C00212,Sweden,41,Male,Free,563,2024/10/12,44,3038.01,68.44,37,Clothing & Apparel,Mobile,Credit Card,Email Campaign,17,4.3,0.023,1,10,1,0,36-45,19,2.34,161.88
C01578,Mexico,27,Female,Free,654,2024/7/13,26,3037.74,108,29,Pet Supplies,Mobile,Credit Card,Direct,6,4.6,0.038,1,1,1,0,25-35,22,1.19,139.35
C02612,United States,18,Male,Free,411,2025/3/13,37,3034.98,85.33,244,Electronics,Tablet,PayPal,Social Media,5,4.1,0.054,2,0,1,1,<25,14,2.7,221.53
C06392,United Kingdom,36,Female,Free,150,2025/11/29,18,3033.99,170.64,116,Books,Mobile,Credit Card,Social Media,2,3.7,0.111,2,8,1,0,36-45,5,3.6,606.8
C00352,United States,47,Male,Free,893,2023/11/17,75,3030.96,43.1,10,Home & Kitchen,Desktop,Debit Card,Organic Search,16,3.7,0.133,10,5,1,0,>45,30,2.52,101.82
C00853,United States,18,Female,Free,1081,2023/5/13,16,3028.96,183.95,200,Clothing & Apparel,Mobile,Debit Card,Social Media,5,3.5,0.125,2,2,1,1,<25,36,0.44,84.06
C06492,United Kingdom,22,Female,Silver,1416,2022/6/12,29,3028.47,115.49,136,Clothing & Apparel,Mobile,Credit Card,Direct,1,3.8,0.034,1,7,0,0,<25,47,0.61,64.16
C04471,Germany,26,Female,Gold,569,2024/10/6,30,3027.09,93.95,43,Sports & Outdoors,Mobile,PayPal,Paid Ad,7,3.3,0.067,2,3,1,0,25-35,19,1.58,159.6
C07400,Canada,59,Female,Silver,1293,2022/10/13,44,3026.29,65.75,67,Toys & Games,Desktop,Credit Card,Paid Ad,8,4.1,0.068,3,16,0,0,>45,43,1.02,70.22
C04866,United States,48,Female,Platinum,46,2026/3/13,17,3021.81,157.76,90,Electronics,Mobile,UPI / Digital Wallet,Email Campaign,2,4,0.118,2,0,1,0,>45,2,11.09,1970.75
C03277,United States,22,Male,Free,204,2025/10/6,9,3021.09,353.35,175,Electronics,Mobile,PayPal,Paid Ad,1,2.4,0,0,10,1,0,<25,7,1.32,444.28
C06318,Canada,35,Male,Free,31,2026/3/28,27,3021.04,120.3,158,Electronics,Mobile,PayPal,Referral,6,4.5,0.111,3,3,1,0,25-35,1,26.13,2923.59
C01914,UAE,39,Female,Free,90,2026/1/28,29,3019.38,110.08,37,Toys & Games,Mobile,PayPal,Organic Search,10,4,0.103,3,2,1,0,36-45,3,9.67,1006.46
C01085,Japan,22,Male,Free,309,2025/6/23,20,3014.59,148.75,136,Home & Kitchen,Desktop,Buy Now Pay Later,Referral,5,4.2,0.05,1,3,1,0,<25,10,1.94,292.68
C02332,United States,39,Female,Gold,2110,2020/7/18,15,3007.37,213.37,19,Home & Kitchen,Desktop,Credit Card,Organic Search,2,4.8,0.067,1,0,1,0,36-45,70,0.21,42.76
C07744,Germany,33,Female,Free,1026,2023/7/7,47,3006.53,56.79,59,Home & Kitchen,Tablet,PayPal,Organic Search,12,4.1,0.128,6,0,1,0,25-35,34,1.37,87.91
C00210,France,18,Female,Free,601,2024/9/4,20,3006,141,2,Electronics,Mobile,Credit Card,Social Media,3,4.2,0,0,1,1,0,<25,20,1,150.05
C01507,Netherlands,30,Female,Gold,674,2024/6/23,17,3003.44,190.45,9,Food & Grocery,Tablet,Credit Card,Social Media,5,4.9,0,0,11,1,0,25-35,22,0.76,133.68
C01753,United States,57,Male,Platinum,341,2025/5/22,19,3001.64,183.02,88,Home & Kitchen,Mobile,PayPal,Referral,1,4.8,0.105,2,7,1,0,>45,11,1.67,264.07
C03083,United States,38,Male,Free,1137,2023/3/18,20,3000.41,141.43,173,Books,Desktop,Credit Card,Direct,4,4.5,0.05,1,9,0,0,36-45,38,0.53,79.17
C01865,India,55,Male,Free,203,2025/10/7,27,2999.56,99.7,27,Electronics,Tablet,PayPal,Social Media,4,4.7,0,0,0,1,0,>45,7,3.99,443.28
C02315,Germany,35,Male,Free,450,2025/2/2,21,2995.88,133.14,65,Food & Grocery,Desktop,UPI / Digital Wallet,Paid Ad,1,4.8,0.095,2,5,1,0,25-35,15,1.4,199.73
C07697,United States,19,Female,Free,100,2026/1/18,33,2993.81,82.56,3,Travel & Luggage,Desktop,Debit Card,Organic Search,10,4,0,0,7,1,0,<25,3,9.9,898.14
C01167,Japan,35,Male,Free,2061,2020/9/5,25,2992.65,124.86,6,Beauty & Personal Care,Mobile,Debit Card,Direct,8,4.9,0.04,1,0,1,0,25-35,69,0.36,43.56
C05140,United States,58,Male,Free,465,2025/1/18,34,2991.05,81.2,35,Health & Wellness,Desktop,Debit Card,Direct,11,4.1,0.029,1,1,1,0,>45,16,2.19,192.97
C07968,India,45,Female,Gold,168,2025/11/11,28,2986.95,95.99,16,Toys & Games,Mobile,Debit Card,Referral,1,2.1,0.071,2,1,1,0,36-45,6,5,533.38
C00049,Canada,32,Male,Free,456,2025/1/27,44,2982.35,76.35,50,Electronics,Mobile,Credit Card,Direct,5,4.4,0.091,4,10,1,0,25-35,15,2.89,196.21
C04655,United States,62,Male,Free,713,2024/5/15,22,2982.18,147.2,105,Books,Mobile,Debit Card,Social Media,5,4.6,0,0,14,0,1,>45,24,0.93,125.48
C02057,United States,18,Female,Free,773,2024/3/16,16,2982.01,171.93,117,Home & Kitchen,Mobile,Credit Card,Paid Ad,3,4.3,0,0,3,0,0,<25,26,0.62,115.73
C05616,United States,48,Male,Free,682,2024/6/15,49,2981.39,53.15,58,Automotive,Desktop,Credit Card,Direct,9,4.3,0,0,0,1,0,>45,23,2.16,131.15
C03180,Germany,31,Female,Free,273,2025/7/29,51,2980.44,67.79,31,Clothing & Apparel,Mobile,Debit Card,Email Campaign,17,4.2,0.039,2,1,1,0,25-35,9,5.6,327.52
C02854,Germany,36,Male,Free,1047,2023/6/16,13,2980.15,214.29,32,Health & Wellness,Desktop,Credit Card,Organic Search,4,2.6,0.077,1,7,1,0,36-45,35,0.37,85.39
C05305,Canada,35,Female,Platinum,881,2023/11/29,7,2979.56,485.14,22,Clothing & Apparel,Mobile,PayPal,Paid Ad,1,4,0,0,10,0,1,25-35,29,0.24,101.46
C03329,Mexico,38,Male,Platinum,1771,2021/6/22,13,2979.34,228.13,198,Sports & Outdoors,Desktop,Debit Card,Direct,3,4.5,0.077,1,0,1,0,36-45,59,0.22,50.47
C00794,United States,18,Male,Platinum,513,2024/12/1,51,2978.84,58.45,65,Pet Supplies,Desktop,PayPal,Paid Ad,7,4.4,0.137,7,8,0,0,<25,17,2.98,174.2
C07530,France,56,Female,Free,77,2026/2/10,56,2974.34,52.08,49,Jewelry & Accessories,Mobile,Buy Now Pay Later,Social Media,4,3.9,0.089,5,12,1,0,>45,3,21.82,1158.83
C05662,Poland,35,Female,Free,2032,2020/10/4,14,2972.52,229.43,85,Electronics,Mobile,Debit Card,Organic Search,0,4.3,0,0,0,1,0,25-35,68,0.21,43.89
C01746,Brazil,32,Male,Gold,1478,2022/4/11,26,2972.35,101.09,14,Books,Mobile,Credit Card,Organic Search,4,4.7,0.115,3,1,1,0,25-35,49,0.53,60.33
C07754,Germany,31,Female,Silver,719,2024/5/9,31,2972.25,87.25,75,Books,Mobile,Credit Card,Email Campaign,4,3.4,0,0,1,1,0,25-35,24,1.29,124.02
C07314,United States,60,Male,Silver,858,2023/12/22,22,2969.06,122.57,101,Books,Desktop,Credit Card,Organic Search,2,3.2,0,0,8,1,0,>45,29,0.77,103.81
C01710,Germany,23,Male,Silver,169,2025/11/10,70,2968.39,37.39,9,Home & Kitchen,Mobile,Credit Card,Organic Search,27,4.1,0.043,3,2,1,0,<25,6,12.43,526.93
C06847,Netherlands,46,Female,Free,790,2024/2/28,62,2966.5,44.47,5,Toys & Games,Mobile,PayPal,Organic Search,11,4.2,0,0,2,0,0,>45,26,2.35,112.65
C02643,Turkey,41,Male,Free,594,2024/9/11,52,2966.19,60.48,103,Electronics,Desktop,Credit Card,Paid Ad,9,3.9,0.019,1,1,0,0,36-45,20,2.63,149.81
C03553,United States,33,Female,Silver,1205,2023/1/9,28,2965.09,119.1,41,Toys & Games,Desktop,Credit Card,Paid Ad,10,3.7,0,0,1,1,0,25-35,40,0.7,73.82
C05731,United States,18,Female,Silver,82,2026/2/5,18,2963.64,177.49,77,Home & Kitchen,Mobile,Credit Card,Organic Search,6,3.4,0.056,1,5,0,0,<25,3,6.59,1084.26
C07797,Spain,31,Male,Free,2176,2020/5/13,21,2961.76,154.61,72,Books,Desktop,Debit Card,Email Campaign,7,3.9,0,0,7,0,1,25-35,73,0.29,40.83
C05013,Spain,50,Female,Platinum,2667,2019/1/8,23,2961.37,130.8,2,Health & Wellness,Mobile,Buy Now Pay Later,Email Campaign,1,3.2,0,0,14,0,0,>45,89,0.26,33.31
C04445,United States,18,Male,Gold,431,2025/2/21,11,2960.55,277.87,28,Electronics,Mobile,Debit Card,Paid Ad,1,3.8,0,0,9,1,0,<25,14,0.77,206.07
C07115,Brazil,31,Female,Free,341,2025/5/22,39,2959.62,69.42,102,Food & Grocery,Mobile,Credit Card,Paid Ad,14,4.7,0.103,4,0,1,0,25-35,11,3.43,260.38
C03074,Germany,30,Male,Free,213,2025/9/27,35,2956.36,87.39,131,Home & Kitchen,Desktop,Credit Card,Social Media,8,3.9,0,0,0,0,0,25-35,7,4.93,416.39
C04797,France,65,Female,Platinum,201,2025/10/9,18,2954.63,152.93,23,Toys & Games,Desktop,Credit Card,Direct,4,4.4,0.111,2,1,1,0,>45,7,2.69,440.99
C00428,United Kingdom,41,Female,Free,2404,2019/9/28,59,2954.14,57.32,76,Toys & Games,Mobile,UPI / Digital Wallet,Paid Ad,19,4.3,0.136,8,0,1,0,36-45,80,0.74,36.87
C03852,Italy,37,Female,Free,767,2024/3/22,17,2952.18,177.38,54,Office Supplies,Desktop,Credit Card,Organic Search,1,4.7,0,0,5,1,0,36-45,26,0.66,115.47
C05198,United States,37,Female,Free,515,2024/11/29,38,2951.14,76.99,24,Health & Wellness,Mobile,Buy Now Pay Later,Organic Search,6,3.9,0.105,4,12,1,0,36-45,17,2.21,171.91
C02677,Turkey,61,Female,Free,710,2024/5/18,33,2947.66,77.91,22,Clothing & Apparel,Mobile,Debit Card,Organic Search,6,4.2,0.03,1,17,0,0,>45,24,1.39,124.55
C05206,United States,18,Male,Free,319,2025/6/13,38,2943.66,80.45,19,Sports & Outdoors,Desktop,Credit Card,Organic Search,12,4.6,0,0,3,1,0,<25,11,3.57,276.83
C05150,Sweden,27,Male,Free,310,2025/6/22,64,2943.1,44.94,11,Sports & Outdoors,Mobile,Credit Card,Organic Search,10,4.4,0.078,5,0,0,0,25-35,10,6.19,284.82
C00841,Brazil,44,Male,Free,183,2025/10/27,27,2943.09,128.01,0,Jewelry & Accessories,Desktop,Cryptocurrency,Organic Search,4,3.4,0.111,3,2,1,0,36-45,6,4.43,482.47
C01942,United States,50,Female,Silver,35,2026/3/24,22,2937.34,136.71,86,Food & Grocery,Mobile,PayPal,Direct,2,4.3,0,0,1,1,0,>45,1,18.86,2517.72
C00376,United States,37,Female,Silver,150,2025/11/29,16,2937.32,197.57,35,Travel & Luggage,Mobile,UPI / Digital Wallet,Email Campaign,3,4.3,0,0,0,1,0,36-45,5,3.2,587.46
C06227,Netherlands,50,Female,Silver,531,2024/11/13,39,2935.87,67.95,87,Books,Desktop,Credit Card,Email Campaign,8,4.9,0.077,3,15,1,0,>45,18,2.2,165.87
C03652,Mexico,33,Male,Free,103,2026/1/15,28,2935.66,114.48,2,Toys & Games,Mobile,UPI / Digital Wallet,Social Media,6,4,0.036,1,9,0,0,25-35,3,8.16,855.05
C04370,United States,35,Female,Silver,392,2025/4/1,13,2932.69,236.54,174,Home & Kitchen,Mobile,UPI / Digital Wallet,Social Media,2,2,0,0,3,1,0,25-35,13,0.99,224.44
C02365,India,39,Female,Free,784,2024/3/5,35,2930.96,78.34,120,Beauty & Personal Care,Mobile,Credit Card,Referral,9,4.1,0,0,6,1,0,36-45,26,1.34,112.15
C02780,Canada,30,Female,Free,1057,2023/6/6,6,2930.22,492.83,110,Beauty & Personal Care,Mobile,Debit Card,Organic Search,2,4,0,0,7,0,0,25-35,35,0.17,83.17
C05475,UAE,18,Female,Free,1862,2021/3/23,17,2926.08,150.16,26,Pet Supplies,Mobile,Credit Card,Email Campaign,4,3.9,0.118,2,2,0,0,<25,62,0.27,47.14
C03126,Canada,32,Male,Free,135,2025/12/14,53,2926.02,58.8,44,Clothing & Apparel,Mobile,Debit Card,Organic Search,15,4,0.113,6,3,1,1,25-35,5,11.78,650.23
C06758,United States,49,Male,Platinum,174,2025/11/5,36,2924.34,78.62,295,Clothing & Apparel,Desktop,PayPal,Direct,9,4.2,0.083,3,3,1,1,>45,6,6.21,504.2
C01452,United States,22,Male,Free,856,2023/12/24,11,2922.53,263.21,64,Automotive,Mobile,PayPal,Organic Search,4,4.2,0.091,1,3,0,1,<25,29,0.39,102.43
C06830,India,51,Male,Silver,1021,2023/7/12,27,2921.37,116.48,7,Home & Kitchen,Tablet,Credit Card,Organic Search,2,4.5,0,0,1,0,0,>45,34,0.79,85.84
C04298,India,41,Female,Gold,59,2026/2/28,13,2920.49,204.03,97,Books,Tablet,PayPal,Organic Search,4,4.5,0.077,1,5,1,0,36-45,2,6.61,1484.99
C01222,France,36,Female,Silver,155,2025/11/24,25,2920.43,119.44,50,Electronics,Mobile,Debit Card,Organic Search,2,4.2,0.04,1,16,1,0,36-45,5,4.84,565.24
C05462,United States,38,Male,Silver,1085,2023/5/9,56,2916.53,50.02,0,Toys & Games,Desktop,Debit Card,Paid Ad,20,3.8,0.018,1,2,1,0,36-45,36,1.55,80.64
C04916,India,36,Male,Platinum,188,2025/10/22,21,2915.89,153.74,16,Clothing & Apparel,Tablet,UPI / Digital Wallet,Organic Search,5,3.7,0.048,1,2,1,0,36-45,6,3.35,465.3
C06075,Australia,27,Female,Gold,483,2024/12/31,32,2915.7,97.17,10,Electronics,Mobile,PayPal,Paid Ad,5,3.3,0.063,2,1,1,0,25-35,16,1.99,181.1
C06071,United States,40,Male,Free,398,2025/3/26,31,2914.32,85.04,14,Home & Kitchen,Mobile,Credit Card,Social Media,6,4,0.032,1,19,1,0,36-45,13,2.34,219.67
C07396,Germany,49,Male,Gold,1467,2022/4/22,29,2911.75,117.85,25,Clothing & Apparel,Mobile,Credit Card,Social Media,3,3.7,0.069,2,2,1,0,>45,49,0.59,59.54
C06512,Spain,30,Male,Free,47,2026/3/12,17,2909.13,179,23,Clothing & Apparel,Desktop,Debit Card,Organic Search,3,4,0.118,2,3,1,0,25-35,2,10.85,1856.89
C06862,United Kingdom,41,Male,Silver,1123,2023/4/1,29,2908.26,95.89,52,Books,Desktop,Credit Card,Organic Search,2,3.2,0,0,1,1,0,36-45,37,0.77,77.69
C07399,France,18,Female,Silver,291,2025/7/11,58,2906.9,49.62,90,Beauty & Personal Care,Mobile,Debit Card,Paid Ad,15,4.4,0.017,1,3,1,0,<25,10,5.98,299.68
C07600,India,33,Male,Gold,272,2025/7/30,11,2902.77,231.91,226,Toys & Games,Tablet,Debit Card,Paid Ad,4,4.3,0.091,1,2,1,0,25-35,9,1.21,320.16
C00015,Brazil,52,Male,Silver,1244,2022/12/1,18,2901.68,144.49,40,Health & Wellness,Mobile,Bank Transfer,Organic Search,1,4.2,0,0,0,1,0,>45,41,0.43,69.98
C01000,France,46,Male,Free,1158,2023/2/25,27,2894.8,103.21,33,Automotive,Desktop,UPI / Digital Wallet,Social Media,8,4.6,0.037,1,8,0,0,>45,39,0.7,74.99
C04045,United States,21,Male,Free,1577,2022/1/2,36,2892.7,72.43,72,Clothing & Apparel,Mobile,Buy Now Pay Later,Email Campaign,7,4.2,0.111,4,7,0,0,<25,53,0.68,55.03
C04507,United Kingdom,31,Male,Free,1477,2022/4/12,55,2892.05,55.81,134,Office Supplies,Mobile,Credit Card,Email Campaign,7,4.5,0.018,1,1,1,0,25-35,49,1.12,58.74
C03491,United Kingdom,38,Female,Free,654,2024/7/13,20,2891.11,140.18,35,Health & Wellness,Mobile,PayPal,Paid Ad,2,4.2,0,0,0,1,0,36-45,22,0.92,132.62
C04702,Australia,33,Male,Free,852,2023/12/28,17,2888.18,154.51,26,Beauty & Personal Care,Mobile,PayPal,Email Campaign,2,4.9,0,0,4,0,0,25-35,28,0.6,101.7
C05041,United States,30,Female,Free,666,2024/7/1,19,2887.84,160.03,19,Health & Wellness,Desktop,Credit Card,Email Campaign,6,2.8,0,0,8,0,0,25-35,22,0.86,130.08
C05878,United States,49,Male,Silver,743,2024/4/15,16,2887.68,170.14,2,Health & Wellness,Mobile,Debit Card,Email Campaign,2,3.8,0.063,1,4,1,0,>45,25,0.65,116.6
C05658,Australia,40,Male,Silver,147,2025/12/2,31,2886.15,86.99,17,Home & Kitchen,Mobile,Debit Card,Organic Search,11,3.4,0.065,2,11,1,0,36-45,5,6.33,589.01
C03616,United States,47,Female,Free,281,2025/7/21,24,2884.06,125.75,84,Clothing & Apparel,Desktop,Credit Card,Organic Search,8,3.8,0.083,2,2,1,0,>45,9,2.56,307.91
C03283,India,41,Male,Gold,162,2025/11/17,21,2883.62,121.25,74,Beauty & Personal Care,Mobile,Credit Card,Social Media,5,4.7,0.048,1,5,1,0,36-45,5,3.89,534
C04842,India,24,Female,Silver,534,2024/11/10,42,2883.38,64.27,216,Electronics,Mobile,Credit Card,Organic Search,11,4.1,0.095,4,8,0,0,<25,18,2.36,161.99
C06259,Brazil,52,Male,Free,1129,2023/3/26,18,2883.32,174.38,95,Clothing & Apparel,Desktop,Debit Card,Social Media,4,3.7,0.056,1,1,1,0,>45,38,0.48,76.62
C04257,United States,36,Female,Silver,264,2025/8/7,11,2881.04,288.82,135,Automotive,Mobile,UPI / Digital Wallet,Paid Ad,4,4.3,0,0,11,0,0,36-45,9,1.25,327.39
C02557,France,50,Female,Platinum,1659,2021/10/12,31,2880.49,103.92,38,Clothing & Apparel,Mobile,Credit Card,Organic Search,3,3.7,0.097,3,0,1,0,>45,55,0.56,52.09
C07875,Canada,22,Female,Free,89,2026/1/29,19,2879.1,139.39,30,Electronics,Mobile,Debit Card,Paid Ad,6,4.4,0.053,1,0,1,0,<25,3,6.4,970.48
C00665,United States,48,Female,Gold,481,2025/1/2,22,2878.45,123.11,62,Office Supplies,Mobile,Buy Now Pay Later,Social Media,1,3.9,0.045,1,20,1,0,>45,16,1.37,179.53
C05489,Singapore,34,Other,Free,224,2025/9/16,26,2874.9,106.67,46,Automotive,Mobile,Credit Card,Organic Search,5,4.8,0.038,1,2,0,0,25-35,7,3.48,385.03
C05933,United States,39,Male,Free,1608,2021/12/2,28,2873.95,98.77,137,Clothing & Apparel,Tablet,Credit Card,Paid Ad,7,4.4,0.071,2,14,1,0,36-45,54,0.52,53.62
C05190,Japan,27,Male,Silver,66,2026/2/21,51,2872,56.37,14,Home & Kitchen,Mobile,Debit Card,Email Campaign,7,4.6,0.059,3,1,0,0,25-35,2,23.18,1305.45
C06025,United States,37,Male,Silver,667,2024/6/30,45,2870.6,66.4,71,Food & Grocery,Mobile,PayPal,Paid Ad,14,4.4,0,0,3,1,0,36-45,22,2.02,129.11
C04639,Canada,40,Male,Free,157,2025/11/22,10,2870.15,312.72,82,Clothing & Apparel,Desktop,Debit Card,Social Media,3,4.5,0.1,1,8,0,0,36-45,5,1.91,548.44
C00090,United States,32,Male,Free,507,2024/12/7,15,2869.73,182.89,83,Home & Kitchen,Mobile,Credit Card,Email Campaign,3,4,0,0,3,1,0,25-35,17,0.89,169.81
C04689,United States,38,Male,Free,334,2025/5/29,30,2868.94,87.32,31,Home & Kitchen,Mobile,PayPal,Direct,9,4.1,0.067,2,13,1,0,36-45,11,2.69,257.69
C01504,United States,50,Male,Free,311,2025/6/21,9,2865.6,310.73,155,Clothing & Apparel,Desktop,Credit Card,Paid Ad,2,3.7,0,0,5,1,0,>45,10,0.87,276.42
C06306,Canada,41,Male,Silver,422,2025/3/2,35,2865.58,79.66,64,Books,Tablet,Debit Card,Email Campaign,8,4.2,0,0,0,0,0,36-45,14,2.49,203.71
C07579,India,54,Female,Free,1264,2022/11/11,37,2864.34,69.98,91,Clothing & Apparel,Mobile,Credit Card,Social Media,3,3.4,0.081,3,0,1,0,>45,42,0.88,67.98
C04423,United States,32,Male,Gold,840,2024/1/9,13,2863.41,199.66,0,Sports & Outdoors,Desktop,PayPal,Email Campaign,4,4,0.077,1,8,0,0,25-35,28,0.46,102.26
C07585,Spain,28,Male,Silver,325,2025/6/7,32,2862.84,99.29,37,Clothing & Apparel,Mobile,UPI / Digital Wallet,Paid Ad,12,4,0.031,1,6,0,0,25-35,11,2.95,264.26
C01646,Australia,19,Female,Gold,956,2023/9/15,28,2862.6,119.41,11,Pet Supplies,Desktop,Debit Card,Paid Ad,5,3.3,0.143,4,2,1,0,<25,32,0.88,89.83
C07870,United States,18,Female,Platinum,61,2026/2/26,15,2858.76,216.22,179,Home & Kitchen,Tablet,Debit Card,Social Media,2,3.7,0,0,4,0,0,<25,2,7.38,1405.95
C00424,Netherlands,34,Other,Gold,582,2024/9/23,27,2857.97,102.78,241,Clothing & Apparel,Desktop,UPI / Digital Wallet,Email Campaign,1,2.7,0.037,1,2,1,0,25-35,19,1.39,147.32
C00951,Brazil,36,Male,Free,31,2026/3/28,15,2857.27,208.29,15,Books,Mobile,Credit Card,Direct,5,4.8,0,0,7,0,0,36-45,1,14.52,2765.1
